"StockDatabaseID","StockKey","StockKeyLabel","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","ActiveYear","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate","ModelType","ModelName"
3397,169177,"pra.27.1-2","Northern shrimp (Pandalus borealis) in subareas 1 and 2 (Northeast Arctic)",136615,"pan-barn",2023,"Pandalus borealis","Northern shrimp","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion","NIPAG","Joint NAFO/ICES Pandalus Assessment Working Group","ADGPAND","Pandalus Advice Drafting Group","1.6",2021,1,2022,"Bayesian fitting of a surplus-production model",NA,"MSY","Catches","Discarding is  considered  to be  negligible","NA","crustacean","Crustacean","shrimp",TRUE,"2024-03-07T13:44:23.607+01:00","3.3.7",NA,"2023-01-05T10:40:27.73+01:00","B","Unknown"
3398,169253,"san.27.6a","Sandeel (Ammodytes spp.) in Division 6.a (West of Scotland)",136690,"san-scow",2023,"Ammodytes","Sandeel","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group","6.3",2021,3,2024,"no assessment",NA,"PA","No advice","Not used","No","pelagic planktivore","Demersal","small pelagic",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.55",NA,"2023-01-05T10:49:33.403+01:00",NA,NA
3399,169294,"tur.27.3a","Turbot (Scophthalmus maximus) in Division 3.a (Skagerrak and Kattegat)",137194,"tur-kask",2023,"Scophthalmus maximus","Turbot","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","2.11",2023,1,2024,"SpiCT",NA,"MSY","Catches","Reported discard rates are available for 2002–2022. The average discard rate (10.49%) from 2002–2018 is used to reconstruct the discards in earlier years (1975–2001).","NA","demersal piscivore","Benthic","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.53",17836,"2023-11-10T09:57:45.087+01:00",NA,NA
3400,169108,"had.27.46a20","Haddock (Melanogrammus aeglefinus) in Subarea 4, Division 6.a, and Subdivision 20  (North Sea, West of Scotland, Skagerrak) ",140789,"had-346a",2023,"Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2023,1,2024,"Age-structured model (TSA)",NA,"MSY","Catches","Assessment","NA","demersal piscivore","Demersal","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.12",17902,"2023-06-28T10:48:29.327+01:00","A","TSA"
3401,169132,"lem.27.3a47d","Lemon sole (Microstomus kitt) in Subarea 4 and divisions 3.a and 7.d (North Sea, Skagerrak and Kattegat, eastern English Channel)",136570,"lem-nsea",2023,"Microstomus kitt","Lemon sole","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","3",2023,1,2024,"Method 2.2 Constant Harvest Rate",NA,"MSY","Catches","Discarding is known to take place, and discards have been quantified for 2002–2022 (rate for 2022 = 18.6%)","Yes in year(s) 2019","demersal benthivore","Benthic","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.11",18185,"2023-11-14T09:21:35.337+01:00",NA,NA
3402,169151,"nep.fu.16","Norway lobster (Nephrops norvegicus) in divisions 7.b-c and 7.j-k, Functional Unit 16 (west and southwest of Ireland, Porcupine Bank)",136591,"nep-16",2023,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2023,1,2024,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"MP","Catches","not used","NA","crustacean","Crustacean","crustacean",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.27",18410,"2023-11-14T11:46:18.427+01:00","O","Unknown"
3403,169066,"boc.27.6-8","Boarfish (Capros aper) in subareas 6-8 (Celtic Seas, English Channel, and Bay of Biscay) ",136499,"boc-nea",2023,"Capros aper","Boarfish","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks","3.2",2023,2,2025,"Exploratory Bayesian Schaefer surplus production model",NA,"PA","Catches","assessment","Yes in year(s) 2016, 2019","pelagic planktivore","Pelagic","small pelagic",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.10",18391,"2023-09-27T08:57:41.527+01:00","B","Unknown"
3404,169231,"rju.27.9a","Undulate ray (Raja undulata) in Division 9.a (Atlantic Iberian waters)",140781,"rju-9a",2023,"Raja undulata","Undulate ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.9",2022,2,2024,"no assessment",NA,"PA","No directed fisheries","Not used","Yes in year(s) 2018","demersal omnivore","Elasmobranch","large rays",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.31",NA,"2022-10-13T10:41:26.31+01:00",NA,NA
3405,169285,"syc.27.8c9a","Lesser spotted dogfish (Scyliorhinus canicula) in divisions 8.c and 9.a (Cantabrian Sea and Atlantic Iberian waters) ",136725,"syc-8c9a",2023,"Scyliorhinus canicula","Lesser-spotted dogfish","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2023,2,2025,"Trends biomass index and length-based indicator",NA,"MSY","Landings","Not used","No","demersal benthivore","Elasmobranch","large sharks",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.38",18353,"2023-10-13T12:47:57.54+01:00",NA,NA
3406,169222,"rjm.27.9a","Spotted ray (Raja montagui) in Division 9.a (Atlantic Iberian waters)",136659,"rjm-pore",2023,"Raja montagui","Spotted ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicators",NA,"MSY","Landings","Not used","Yes in year(s) 2014, 2018","demersal benthivore","Elasmobranch","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.25",NA,"2023-01-10T11:47:22.19+01:00",NA,NA
3407,169226,"rjn.27.9a","Cuckoo ray (Leucoraja naevus) in Division 9.a (Atlantic Iberian waters)",136664,"rjn-pore",2023,"Leucoraja naevus","Cuckoo ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicators",NA,"MSY","Landings","Not used","Yes in year(s) 2014","demersal omnivore","Elasmobranch","medium rays",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.29",NA,"2022-09-30T14:15:10.237+01:00",NA,NA
3408,169216,"rjh.27.9a","Blonde ray (Raja brachyura) in Division 9.a (Atlantic Iberian waters)",136653,"rjh-pore",2023,"Raja brachyura","Blonde ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trend from biomass index and length-based indicators",NA,"MSY","Landings","Not used","Yes in year(s) 2014","demersal benthivore","Elasmobranch","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.24",NA,"2022-09-30T11:04:40.243+01:00",NA,NA
3409,169207,"rjc.27.9a","Thornback ray (Raja clavata) in Division 9.a (Atlantic Iberian waters)",136646,"rjc-pore",2023,"Raja clavata","Thornback ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicators",NA,"MSY","Landings","Not used","Yes in year(s) 2014","demersal benthivore","Elasmobranch","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.23",NA,"2022-10-10T10:26:12.433+01:00",NA,NA
3410,169230,"rju.27.8c","Undulate ray (Raja undulata) in Division 8.c (Cantabrian Sea)",140780,"rju-8c",2023,"Raja undulata","Undulate ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.9",2022,2,2024,"no assessment",NA,"PA","No directed fisheries","Not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.26",NA,"2023-01-04T14:41:45.133+01:00",NA,NA
3441,169158,"nep.fu.2627","Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)",136599,"nep-2627",2023,"Nephrops norvegicus","Norway lobster","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","2.13",2022,3,2025,"SPiCT",NA,"MSY/PA","Catches","not used","NA","crustacean","Crustacean","crustacean",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.10",NA,"2022-11-04T12:14:52.193+01:00",NA,"SPiCT"
3458,169159,"nep.fu.2829","Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)",136600,"nep-2829",2023,"Nephrops norvegicus","Norway lobster","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","3.2",2023,2,2025,"Trends from commercial CPUE",NA,"PA","Catches","not used","Yes in year(s) 2017, 2021","crustacean","Crustacean","crustacean",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.20",18089,"2023-06-30T11:22:08.983+01:00",NA,NA
3459,169295,"tur.27.4","Turbot (Scophthalmus maximus) in Subarea 4 (North Sea)",136731,"tur-nsea",2023,"Scophthalmus maximus","Turbot","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2023,1,2024,"Age-based analytical assessment (SAM)",NA,"MSY","Catches","Advice","NA","demersal piscivore","Benthic","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.54",17828,"2023-11-10T10:03:08.547+01:00","A","SAM"
3479,169189,"ple.27.420","Plaice (Pleuronectes platessa) in Subarea 4 (North Sea) and Subdivision 20 (Skagerrak)",136629,"ple-nsea",2023,"Pleuronectes platessa","Plaice","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2023,1,2024,"Age-based analytical assessment (SAM)",NA,"MSY","Catches","Assessment","NA","demersal benthivore","Benthic","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.33",17820,"2023-11-10T09:42:13.423+01:00","A","SAM"
3214,169278,"sol.27.4","Sole (Solea solea) in Subarea 4 (North Sea)",136718,"sol-nsea",2023,"Solea solea","Sole","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2023,1,2024,"Age-structured model (Aarts and Poos), statistical catch-at-age model with flexible selectivity functions to reconstruct historical discards",NA,"MSY","Catches","Assessment","NA","demersal benthivore","Benthic","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.49",18458,"2023-11-10T09:48:13.373+01:00","A","Aarts and Poos"
3465,169303,"whg.27.7b-ce-k","Whiting (Merlangius merlangus) in divisions 7.b-c and 7.e-k (southern Celtic Seas and eastern English Channel)",136739,"whg-7e-k",2023,"Merlangius merlangus","Whiting","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2023,1,2024,"Analytical age-based assessment (State-space fish stock assessment model; SAM) that uses catches in the model and the forecast",NA,"MSY","Catches","Assessment","NA","demersal piscivore","Demersal","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.68",18228,"2023-11-14T10:25:57.093+01:00","A","SAM"
3217,169233,"rng.27.5a10b12ac14b","Roundnose grenadier (Coryphaenoides rupestris) in Divisions 10.b and 12.c, and Subdivisions 12.a.1, 14.b.1, and 5.a.1 (Oceanic Northeast Atlantic and northern Reykjanes Ridge)",136668,"rng-1012",2023,"Coryphaenoides rupestris","Roundnose grenadier","Iceland Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","5.2",2023,4,2027,"no assessment",NA,"PA","Landings","Topped up","Yes in year(s) 2015, 2019, 2023","pelagic crustaceavore","Demersal","large bathypelagic",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.34",18182,"2023-05-23T11:11:32.647+01:00",NA,NA
3486,169126,"hke.27.3a46-8abd","Hake (Merluccius merluccius) in subareas 4, 6, and 7, and divisions 3.a, 8.a-b, and 8.d, Northern stock (Greater North Sea, Celtic Seas, and the northern Bay of Biscay)",136564,"hke-nrtn",2023,"Merluccius merluccius","Hake","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2023,1,2024,"Age- and length-structured model (SS3) that uses landings and some discards in the model",NA,"MSY","Catches","used in assessment and forecast","NA","demersal piscivore","Demersal","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.21",18137,"2023-06-29T14:12:21.407+01:00","AL","SS3"
3338,169083,"cod.27.5a","Cod (Gadus morhua) in Division 5.a (Iceland grounds)",136517,"cod-iceg",2023,"Gadus morhua","Cod","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2023,1,2024,"Age-structured model, forward-based statistical catch-at-age model that is implemented in the AD Model Builder, using catches in the model and in the forecast",NA,"MP","Catches","not used","NA","demersal piscivore","Demersal","large benthopelagic",TRUE,"2024-03-07T13:44:23.607+01:00","2.3.2",17931,"2023-06-20T16:13:51.877+01:00","A","Unknown"
3339,169198,"rhg.27.nea","Roughhead grenadier (Macrourus berglax) in subareas 5-8, 10, 12 and 14 (Northeast Atlantic and Arctic Ocean)",149799,"rhg-nea",2023,"Macrourus berglax","Roughhead grenadier","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","6.3",2020,5,2025,"no assessment",NA,"PA","No directed fisheries","Not used","No","na","Demersal","na",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.32",NA,"2023-01-05T10:47:12.67+01:00",NA,NA
3450,169302,"whg.27.47d","Whiting (Merlangius merlangus) in Subarea 4 and Division 7.d (North Sea and eastern English Channel)",136738,"whg-47d",2023,"Merlangius merlangus","Whiting","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2023,1,2024,"Age-based analytical assessment (SAM)",NA,"MSY","Catches","Assessment","NA","demersal piscivore","Demersal","medium benthopelagic",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.56",17795,"2023-11-10T10:09:34.653+01:00","A","SAM"
3328,169057,"aru.27.123a4","Greater silver smelt (Argentina silus) in subareas 1, 2, and 4, and in Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)",150496,"arg-123a4",2023,"Argentina silus","Greater silver smelt","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2023,2,2025,"Survey trends-based assessment",NA,"MSY","Landings","not used","Yes in year(s) 2015, 2019","pelagic planktivore","Pelagic","medium bathydemersal",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.3",18198,"2023-05-24T12:43:56.89+01:00",NA,NA
3329,169060,"aru.27.6b7-1012","Greater silver smelt (Argentina silus) in subareas 7-10 and 12, and Division 6.b (other areas)",150506,"arg-rest",2023,"Argentina silus","Greater silver smelt","Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2023,2,2025,"Survey trends-based assessment",NA,"MSY","Catches","not used","Yes in year(s) 2021","pelagic planktivore","Pelagic","medium bathydemersal",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.6",18065,"2023-05-24T12:42:55.753+01:00",NA,NA
3330,169144,"mur.27.67a-ce-k89a","Striped red mullet (Mullus surmuletus) in subareas 6 and 8, and divisions 7.a-c, 7.e-k, and 9.a (North Sea, Bay of Biscay, southern Celtic Seas, and Atlantic Iberian waters)",137437,"mur-west",2023,"Mullus surmuletus","Striped red mullet","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks","5.2",2023,3,2026,"no assessment",NA,"PA","Landings","not used","Yes in year(s) 2012, 2017, 2020","demersal benthivore","Demersal","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.29",18393,"2023-09-27T09:00:53.707+01:00",NA,NA
3331,169190,"pol.27.89a","Pollack (Pollachius pollachius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136631,"pol-89a",2023,"Pollachius pollachius","Pollack","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","3.2",2023,2,2025,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014, 2017, 2021","demersal piscivore","Demersal","large benthopelagic",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.12",18219,"2023-06-29T14:28:46.507+01:00",NA,"SPiCT"
3332,169191,"pol.27.67","Pollack (Pollachius pollachius) in subareas 6-7 (Celtic Seas and the English Channel) ",136632,"pol-celt",2023,"Pollachius pollachius","Pollack","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","2",2023,1,2024,"SPiCT(Surplus Production model in Continuous Time )",NA,"MSY","Catches","Not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.37",18201,"2024-01-08T13:04:50.857+01:00","O","SPiCT"
3484,169142,"meg.27.8c9a","Megrim (Lepidorhombus whiffiagonis) in divisions 8.c and 9.a (Cantabrian Sea and Atlantic Iberian waters)",136581,"mgw-8c9a",2023,"Lepidorhombus whiffiagonis","Megrim","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2023,1,2024,"Age-based assessment (A4a)",NA,"MP","Catches","Yes","NA","demersal piscivore","Benthic","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.15",18173,"2023-06-30T11:21:09.113+01:00","A",NA
3485,169140,"ldb.27.8c9a","Four-spot megrim (Lepidorhombus boscii) in divisions 8.c and 9.a (southern Bay of Biscay and Atlantic Iberian waters East)",136579,"mgb-8c9a",2023,"Lepidorhombus boscii","Four-spot megrim","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2023,1,2024,"A4a statistical catch at age",NA,"MP","Catches","Assessment","NA","demersal piscivore","Benthic","medium bathydemersal",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.7",18172,"2023-06-29T14:18:59.217+01:00","A",NA
3300,169166,"nep.fu.5","Norway lobster (Nephrops norvegicus) in divisions 4.b and 4.c, Functional Unit 5 (central and southern North Sea, Botney Cut-Silver Pit)",136606,"nep-5",2023,"Nephrops norvegicus","Norway lobster","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","5.2",2022,2,2024,"No assessment",NA,"PA","Catches","no","Yes in year(s) 2020, 2022","crustacean","Crustacean","crustacean",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.18",NA,"2023-11-14T11:59:11+01:00",NA,NA
3301,169167,"nep.fu.6","Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 6 (central North Sea, Farn Deeps)",136607,"nep-6",2023,"Nephrops norvegicus","Norway lobster","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2023,1,2024,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"MSY","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.19",18417,"2023-11-10T10:17:16.587+01:00","O","Unknown"
3302,169052,"ane.27.9a","Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)",136485,"ane-pore",2023,"Engraulis encrasicolus","Anchovy","Bay of Biscay and the Iberian Coast Ecoregion","WGHANSA","Working Group on Southern Horse Mackerel, Anchovy, and Sardine","ADGHANSA","Advice Drafting Grouy on Southern horse mackerel, anchovy, sardine","3",2023,1,2024,"Gadget model used for trends only",NA,"PA","Catches","used","No","pelagic planktivore","Pelagic","small pelagic",TRUE,"2024-03-07T13:44:23.607+01:00","",18230,"2023-11-27T12:36:44.91+01:00","A",NA
3303,169124,"her.27.28","Herring (Clupea harengus) in Subdivision 28.1 (Gulf of Riga)",136561,"her-riga",2023,"Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2023,1,2024,"Age-based analytical assessment SAM",NA,"MP","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2024-03-07T13:44:23.607+01:00","",18170,"2023-05-31T12:45:10.307+01:00","A","SAM"
3304,169229,"rju.27.8ab","Undulate ray (Raja undulata) in divisions 8.a-b (northern and central Bay of Biscay)",140779,"rju-8ab",2023,"Raja undulata","Undulate ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6",2022,2,2024,"no assessment",NA,"PA","Catches","DCmap on-board observation programme used in the advice","Yes in year(s) 2018","demersal omnivore","Elasmobranch","large rays",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.27",NA,"2023-06-24T11:55:26.307+01:00",NA,NA
3305,169128,"hom.27.3a4bc7d","Horse mackerel (Trachurus trachurus) in divisions 3.a, 4.b-c, and 7.d (Skagerrak and Kattegat, southern and central North Sea, eastern English Channel)",136566,"hom-nsea",2023,"Trachurus trachurus","Horse mackerel","Greater North Sea Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks","3.2",2023,2,2025,"no assessment",NA,"PA","Catches","Advice","Yes in year(s) 2014, 2017, 2021","pelagic piscivore","Pelagic","small pelagic",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.7",18404,"2023-09-27T08:59:43.893+01:00",NA,NA
3306,169130,"hom.27.2a4a5b6a7a-ce-k8","Horse mackerel (Trachurus trachurus) in Subarea 8 and divisions 2.a, 4.a, 5.b, 6.a, 7.a-c,e-k (the Northeast Atlantic)",136568,"hom-west",2023,"Trachurus trachurus","Horse mackerel","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks","1",2023,1,2024,"SS3",NA,"MSY","Catches","not used","NA","pelagic piscivore","Pelagic","small pelagic",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.24",18368,"2023-09-27T08:58:52.357+01:00","A","SS3"
3461,169193,"por.27.nea","Porbeagle (Lamna nasus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136634,"por-nea",2023,"Lamna nasus","Porbeagle","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","2",2022,2,2024,"SPiCT",NA,"MSY","Catches","Not used","NA","pelagic piscivore","Elasmobranch","large pelagic",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.30",NA,"2023-06-24T11:52:24.463+01:00",NA,"SPiCT"
3219,169208,"rjc.27.6","Thornback ray (Raja clavata) in Subarea 6 (West of Scotland)",136647,"rjc-VI",2023,"Raja clavata","Thornback ray","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicators",NA,"MSY","Landings","Not used","Yes in year(s) 2016, 2020","demersal benthivore","Elasmobranch","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.45",NA,"2022-09-30T07:22:22.347+01:00",NA,NA
